date, timestamp, heart_rate, AVNN, SDNN, rMSSD, pNN50, LF, HF, LFHF, alpha1, artifacts_removed, steps, latitude, longitude
2023-10-30 18:53:41 +0000, 00:00:30, 106.567730, 563.022222, 36.267103, 12.553143, 0.000000, 0.029159, 0.015853, 1.839355,1.000573, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 18:54:11 +0000, 00:01:00, 112.889916, 531.491228, 17.689188, 6.082763, 0.000000, 0.009464, 0.013456, 0.703338,1.382797, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 18:54:41 +0000, 00:01:30, 113.730356, 527.563636, 15.192945, 6.357287, 0.000000, 0.007040, 0.007748, 0.908598,1.578626, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 18:55:11 +0000, 00:02:00, 114.028024, 526.186441, 22.155129, 7.276494, 0.000000, 0.017918, 0.006077, 2.948298,1.616124, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 18:55:41 +0000, 00:02:30, 108.673365, 552.113208, 18.562806, 9.011975, 0.000000, 0.023712, 0.016521, 1.435206,1.507751, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 18:56:11 +0000, 00:03:00, 107.705865, 557.072727, 47.724603, 24.664542, 9.259259, 0.053128, 0.024735, 2.147848,1.376165, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 18:56:41 +0000, 00:03:30, 111.683563, 537.232143, 19.848416, 7.439883, 0.000000, 0.014550, 0.011503, 1.264831,1.419423, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 18:57:11 +0000, 00:04:00, 113.904025, 526.759259, 14.484619, 7.595545, 0.000000, 0.013060, 0.006800, 1.920639,1.218627, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 18:57:41 +0000, 00:04:30, 110.525313, 542.862069, 18.201991, 7.193747, 0.000000, 0.009215, 0.005676, 1.623564,1.338710, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 18:58:11 +0000, 00:05:00, 114.308633, 524.894737, 14.602963, 6.004544, 0.000000, 0.013709, 0.007265, 1.886977,1.404450, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 18:58:41 +0000, 00:05:30, 117.858570, 509.084746, 13.005261, 5.569340, 0.000000, 0.010483, 0.008805, 1.190494,1.697571, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 18:59:11 +0000, 00:06:00, 117.237953, 511.779661, 26.026361, 14.445299, 1.724138, 0.027788, 0.026015, 1.068119,1.287438, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 18:59:41 +0000, 00:06:30, 123.841175, 484.491525, 21.673029, 6.639858, 0.000000, 0.020107, 0.010934, 1.839040,1.595506, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 19:00:11 +0000, 00:07:00, 120.324686, 498.650794, 14.916362, 6.165744, 0.000000, 0.008023, 0.003340, 2.402145,1.502038, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 19:00:41 +0000, 00:07:30, 125.731772, 477.206349, 13.708478, 4.752911, 0.000000, 0.018305, 0.004606, 3.974136,1.570528, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 19:01:11 +0000, 00:08:00, 125.315816, 478.790323, 11.769078, 5.468089, 0.000000, 0.007950, 0.006225, 1.276990,1.573342, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 19:01:41 +0000, 00:08:30, 129.383273, 463.738462, 13.001496, 5.031646, 0.000000, 0.005562, 0.005745, 0.968125,1.636201, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 19:02:11 +0000, 00:09:00, 129.014358, 465.064516, 7.052354, 4.398863, 0.000000, 0.007598, 0.005323, 1.427431,1.504800, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 19:02:41 +0000, 00:09:30, 131.519567, 456.205882, 8.570537, 3.767887, 0.000000, 0.003653, 0.002534, 1.441695,1.407894, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 19:03:11 +0000, 00:10:00, 134.715710, 445.382353, 6.167991, 3.630677, 0.000000, 0.006466, 0.005655, 1.143580,1.595591, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 19:03:41 +0000, 00:10:30, 136.628491, 439.147059, 12.176490, 4.732224, 0.000000, 0.009361, 0.005181, 1.806824,1.612370, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 19:04:11 +0000, 00:11:00, 141.787319, 423.169014, 12.485548, 3.228047, 0.000000, 0.005467, 0.004439, 1.231645,1.350926, 0.000000, 0.000000, 25.910193, -80.140846
2023-10-30 19:04:41 +0000, 00:11:30, 146.947223, 408.309859, 7.546312, 2.766256, 0.000000, 0.004418, 0.003010, 1.467683,1.659331, 0.000000, 0.000000, 25.910193, -80.140846
